customer_id,age,gender,annual_income,education,marital_status,city,state,country,postal_code,signup_date,purchase_frequency,avg_purchase_value,total_spent,days_since_last_purchase,favorite_payment_method,electronics_score,clothing_score,home_decor_score,beauty_score,sports_score,books_score,food_score,website_visits_per_month,avg_session_duration,mobile_app_usage,desktop_usage,items_viewed_per_visit,cart_abandonment_rate,email_engagement_rate,support_tickets,satisfaction_score
487ce642,28,Female,42116,PhD,Divorced,Greeneshire,SC,US,02941,2021-05-28,9,60.57,545.15,16,Bank Transfer,76,81,97,72,72,66,88,4,15.91,24,85,9,51,22,0,6.7
e9aa4e0b,62,Non-binary,127618,Master Degree,Married,New Cole,NJ,US,81077,2021-01-01,8,20.35,162.79,32,Bank Transfer,86,53,81,76,81,71,52,4,15.86,84,0,11,51,27,2,7.6
55080b80,75,Non-binary,89832,Associate Degree,Married,Thomasbury,PW,US,11487,2024-05-09,8,15.0,120.0,42,Google Pay,35,41,65,59,33,60,56,8,5.28,84,13,11,61,33,2,6.5
d1b21591,44,Female,38863,PhD,Single,Fischerchester,OH,US,73581,2022-02-21,6,26.74,160.43,60,Bank Transfer,70,52,76,67,51,64,88,5,13.55,10,93,6,42,18,0,6.1
c4414baf,52,Male,140436,High School,Widowed,Davisview,IN,US,49107,2025-02-05,11,33.89,372.82,37,Apple Pay,19,37,34,35,39,35,35,11,19.03,15,85,10,45,68,1,8.0
8a57f194,25,Male,89785,PhD,Widowed,Gomezfurt,MO,US,77319,2022-04-23,12,35.19,422.28,17,Bank Transfer,14,15,33,43,48,41,48,8,18.03,34,59,18,36,54,0,8.2
121c3d6f,40,Male,42396,Bachelor Degree,Married,Hartbury,WV,US,45021,2020-05-14,8,33.64,269.11,93,Credit Card,28,41,3,17,15,6,8,2,14.76,63,49,10,40,44,0,6.5
10fb794e,33,Non-binary,34802,High School,Widowed,New Joseph,WA,US,90037,2022-10-25,11,15.0,165.0,30,Google Pay,16,21,45,31,27,49,33,6,17.37,57,39,14,52,44,2,6.6
99b38b35,74,Male,75873,PhD,Married,Walkershire,DC,US,07598,2022-12-16,4,15.0,60.0,39,PayPal,38,40,14,43,30,38,34,0,14.86,5,100,11,38,27,0,6.0
4ce16d9a,68,Non-binary,52026,Bachelor Degree,Widowed,Michaelfort,NE,US,28095,2022-12-26,4,37.01,148.02,20,PayPal,35,58,54,39,38,43,33,1,1.84,71,26,2,73,65,1,5.5
bb56fc76,44,Non-binary,152586,PhD,Married,Port Crystal,ND,US,94946,2023-02-05,13,57.94,753.2,32,PayPal,34,18,41,36,18,47,25,8,25.06,7,100,11,32,35,1,8.7
8cc0e21f,20,Male,15640,Associate Degree,Married,Hamptonmouth,FM,US,10778,2022-08-03,2,30.45,60.89,27,PayPal,19,32,31,26,49,34,57,4,13.7,72,26,5,65,26,1,5.4
ef39b9f6,38,Female,53132,Master Degree,Widowed,Lake Johnathan,WA,US,92342,2022-04-14,9,79.94,719.44,84,PayPal,35,42,51,50,48,25,49,6,22.11,76,19,8,20,55,0,7.2
c853bea5,38,Female,31980,High School,Married,Proctorside,KY,US,72399,2021-02-12,6,15.0,90.0,19,Credit Card,51,53,53,42,34,25,28,3,15.37,34,75,11,42,34,3,6.3
b5f24c5a,49,Non-binary,62437,Bachelor Degree,Divorced,Arroyofort,ME,US,01698,2020-12-29,12,77.09,925.08,106,Apple Pay,77,75,56,68,56,54,80,6,11.24,55,61,7,42,16,2,6.7
8495e923,51,Male,66912,High School,Single,East Derrickville,SC,US,60183,2020-12-27,11,20.68,227.49,1,Apple Pay,48,22,12,17,8,21,40,8,17.61,36,63,8,33,4,0,7.1
4de484fc,48,Non-binary,50700,Master Degree,Single,North Joseph,MO,US,09857,2025-03-28,11,47.0,517.05,69,Google Pay,26,27,59,43,60,44,27,2,18.78,53,44,13,34,35,0,6.3
271b216d,24,Non-binary,109908,Associate Degree,Married,Lake Jessica,WA,US,72535,2024-03-13,11,27.49,302.39,80,Google Pay,38,33,41,21,39,41,45,5,26.48,53,42,24,56,62,1,8.2
bc20f007,59,Non-binary,144985,High School,Single,North Michaelberg,UT,US,70801,2023-01-01,14,25.24,353.3,49,Apple Pay,65,38,75,35,45,40,66,10,22.42,94,15,8,24,61,1,7.8
cd3efdf4,72,Male,96404,PhD,Single,Ambermouth,AL,US,84128,2023-12-27,9,47.9,431.06,28,Bank Transfer,92,86,73,58,60,73,90,5,5.96,47,38,15,38,36,3,6.7
0d9f9ef5,19,Male,74191,PhD,Married,Barretthaven,RI,US,92423,2021-01-21,12,26.65,319.77,106,Bank Transfer,77,56,71,62,88,67,88,6,14.37,85,23,10,36,33,1,7.2
e14ba73c,42,Non-binary,25563,Associate Degree,Single,New Paul,ID,US,69470,2022-06-20,5,15.0,75.0,96,PayPal,9,30,17,7,24,41,42,2,13.65,97,4,4,49,9,1,5.8
62cd4540,58,Female,58940,Master Degree,Widowed,South Katie,WA,US,33804,2023-12-30,7,15.0,105.0,46,Google Pay,84,87,71,97,84,65,99,2,2.78,26,62,6,35,0,3,6.0
33020bae,35,Male,48676,Master Degree,Married,Michaelshire,IA,US,31040,2021-02-16,14,61.35,858.84,50,PayPal,29,28,23,42,51,46,40,5,28.48,2,84,20,78,47,0,7.3
7217b16a,46,Non-binary,20987,PhD,Widowed,Lake Denise,PA,US,01999,2024-09-11,5,51.58,257.89,4,Credit Card,57,27,60,60,42,46,22,3,9.96,31,62,8,51,5,2,5.8
9cef6aca,75,Male,107997,PhD,Married,South Anita,NM,US,52316,2021-06-07,7,39.16,274.1,49,Debit Card,25,27,25,39,17,12,18,0,14.98,46,55,10,72,49,0,6.8
e74fc165,68,Male,21089,Bachelor Degree,Divorced,Ericland,DE,US,97439,2023-11-22,3,15.0,45.0,93,Bank Transfer,69,70,43,60,37,39,50,1,7.16,2,99,2,28,0,1,4.5
2b9f1cf4,42,Female,15157,Master Degree,Divorced,Briantown,CA,US,51441,2022-11-11,6,15.0,90.0,105,Bank Transfer,46,57,58,76,50,68,58,3,10.2,19,82,11,46,26,0,5.6
983939a5,65,Non-binary,21119,Master Degree,Married,Michaelport,IA,US,66201,2023-06-13,2,69.52,139.04,49,PayPal,77,75,59,88,64,89,86,1,7.11,24,72,1,49,4,2,4.6
183c93d7,63,Male,45813,Master Degree,Divorced,Haleyhaven,PW,US,18228,2020-08-12,6,35.54,213.24,89,Credit Card,78,83,60,92,71,67,68,0,10.16,68,36,12,46,40,1,5.3
e9c3403c,46,Non-binary,62685,Master Degree,Widowed,New Jesse,TX,US,03919,2022-04-12,12,43.66,523.86,65,Bank Transfer,60,28,49,60,64,66,31,6,9.12,7,90,9,61,36,1,7.0
61f6bb2c,59,Non-binary,82474,High School,Widowed,Parsonsfurt,VA,US,41513,2021-01-20,4,29.9,119.61,43,Apple Pay,6,12,22,20,38,39,41,6,15.16,66,38,16,38,69,2,7.1
b2205548,41,Female,52309,Master Degree,Married,South Maria,NV,US,12355,2023-05-05,7,53.4,373.77,4,Apple Pay,24,32,11,13,15,28,25,6,18.97,30,71,10,69,21,3,7.1
cd7a1b5b,40,Female,86357,High School,Widowed,Pierceton,WI,US,22899,2021-03-24,10,53.17,531.68,90,Apple Pay,24,39,22,27,21,41,26,3,14.38,62,29,25,66,65,0,8.4
664ccc7d,29,Non-binary,73989,Associate Degree,Divorced,Ortizland,PA,US,79157,2022-02-19,11,103.42,1137.62,55,Apple Pay,39,54,25,25,54,41,39,5,9.74,11,93,17,51,59,1,7.8
e068bcee,55,Female,106594,Master Degree,Single,Port Kevinstad,MH,US,50169,2021-04-28,8,26.11,208.87,28,Debit Card,21,53,23,51,28,40,37,5,19.92,12,78,13,34,1,0,7.9
5b612b8b,51,Non-binary,65855,Bachelor Degree,Widowed,Vasquezburgh,FM,US,80377,2021-11-06,7,48.27,337.92,51,Google Pay,29,29,36,46,18,26,46,3,17.14,53,40,10,42,42,1,6.7
d849e658,33,Female,106888,High School,Married,Katieville,TX,US,44185,2023-03-08,15,39.08,586.19,89,Debit Card,56,58,70,40,68,56,59,7,19.8,28,88,15,40,62,0,8.8
6a5a38e8,53,Male,32862,Master Degree,Divorced,Angelatown,IL,US,76181,2024-06-27,12,16.95,203.37,24,PayPal,81,92,56,75,53,84,61,6,13.1,21,87,14,50,56,2,5.8
ce451d5d,59,Female,58204,Master Degree,Widowed,West Shannon,ME,US,28830,2022-12-11,5,66.12,330.6,91,Apple Pay,41,36,67,32,45,49,33,0,18.62,34,71,3,74,5,3,6.0
ded967c9,67,Female,62113,PhD,Widowed,West Steventon,CT,US,68734,2022-03-12,6,17.1,102.62,66,Credit Card,43,53,70,59,70,38,64,3,9.1,57,38,1,61,33,0,5.7
f386860f,37,Male,39331,Master Degree,Divorced,Williamstown,NJ,US,89039,2023-04-28,4,27.26,109.03,111,Credit Card,35,43,41,65,50,67,68,3,14.7,51,51,6,51,47,0,6.7
00a855a2,70,Male,62426,High School,Divorced,Port Paula,KS,US,48139,2022-04-16,3,15.0,45.0,36,Google Pay,44,54,52,52,70,51,66,2,0.32,91,0,13,58,32,1,5.7
b1236b00,21,Female,75867,Associate Degree,Married,West Jaredshire,NE,US,57563,2023-11-16,10,30.1,301.04,19,Bank Transfer,35,45,51,29,56,60,37,4,2.63,64,41,9,31,13,1,7.1
0233ca10,58,Male,116346,Master Degree,Divorced,East Lisashire,MH,US,99458,2021-05-19,7,49.81,348.69,120,PayPal,60,49,66,29,34,58,69,3,9.78,67,25,14,33,28,0,7.9
8a5b9599,43,Male,87610,Master Degree,Married,Garrettfurt,MO,US,50513,2022-07-02,14,15.0,210.0,35,PayPal,71,74,88,89,61,89,84,7,25.25,69,12,20,56,63,0,7.9
c7ccb6ca,58,Female,187367,High School,Single,Jeremiahchester,PA,US,01474,2020-06-19,11,21.89,240.76,21,Apple Pay,29,56,41,37,48,39,46,5,14.93,10,88,16,58,59,0,7.5
cc7dd5cc,41,Non-binary,93978,Associate Degree,Single,South Crystal,TN,US,88151,2023-01-20,12,96.65,1159.77,81,PayPal,60,73,51,52,46,59,76,9,27.44,15,89,16,36,16,1,8.6
a70fb7fc,61,Female,51104,High School,Single,Lisatown,LA,US,64039,2021-05-17,2,26.27,52.53,44,Credit Card,82,63,85,59,69,79,60,3,13.93,66,19,1,60,42,2,5.8
abb307e7,41,Female,66049,Associate Degree,Widowed,New Sarah,FL,US,65505,2020-12-08,14,15.08,211.09,105,Debit Card,50,45,74,77,41,80,51,5,15.37,40,65,19,53,91,0,7.4
a51d01de,44,Non-binary,40942,Master Degree,Married,North Samanthastad,PR,US,57096,2024-10-15,4,40.1,160.4,115,Credit Card,15,45,32,30,35,28,16,3,17.19,34,67,8,56,41,1,6.3
09586ec6,53,Non-binary,20411,PhD,Divorced,North Andrew,CO,US,07956,2020-11-27,4,48.9,195.59,89,Credit Card,73,67,87,92,86,66,79,1,7.98,20,67,6,75,23,3,5.3
06f243a1,42,Male,39781,Associate Degree,Widowed,West Stephanieview,HI,US,58248,2021-09-12,8,15.0,120.0,77,Credit Card,33,56,53,41,57,69,59,6,11.15,31,68,1,67,42,0,6.3
82e9f0f1,19,Non-binary,58282,High School,Single,New Jasminefort,NJ,US,57655,2023-10-22,4,15.0,60.0,28,Credit Card,62,84,91,77,99,91,85,5,21.7,44,49,7,41,9,3,6.8
f4e7663e,52,Non-binary,40092,Associate Degree,Divorced,Heatherville,SC,US,90788,2024-10-21,7,68.92,482.47,40,Credit Card,45,41,66,52,57,69,72,1,15.15,86,33,12,73,6,2,5.7
65ddfd91,37,Non-binary,84075,Master Degree,Married,Port Desiree,NC,US,60580,2024-12-13,8,41.08,328.6,32,Credit Card,86,66,88,98,97,62,78,6,8.65,61,26,9,30,45,1,8.1
bd33dce1,63,Male,132156,High School,Married,Larsonbury,CA,US,27061,2022-06-29,11,15.0,165.0,45,Google Pay,49,43,56,41,50,40,34,4,28.65,36,64,17,49,68,0,7.6
5d7aae6f,22,Female,65672,PhD,Single,Port Melaniefurt,WI,US,21178,2022-06-29,6,77.72,466.34,59,Google Pay,26,54,59,33,46,33,39,5,25.4,85,15,7,58,48,0,6.9
8c9a8afe,65,Non-binary,79205,High School,Single,New Tiffanystad,VI,US,71243,2020-06-17,9,15.0,135.0,111,Credit Card,17,45,38,39,24,26,17,4,24.01,65,47,5,43,34,2,6.4
b65859c6,38,Male,51704,Master Degree,Divorced,Watkinsmouth,MT,US,26551,2023-10-03,14,15.0,210.0,106,Credit Card,59,43,68,39,47,50,69,4,25.71,100,0,15,21,52,1,7.2
636a4b9d,73,Female,32592,Bachelor Degree,Divorced,North Heather,AR,US,37280,2024-10-16,2,15.0,30.0,71,Apple Pay,23,12,18,36,19,39,15,0,7.14,54,58,1,26,8,1,4.3
8b5ddbbf,64,Non-binary,41613,Associate Degree,Married,Ryanbury,MH,US,78065,2025-03-28,6,23.6,141.62,120,Apple Pay,15,35,23,41,1,22,1,1,9.97,77,23,1,51,26,3,5.1
7c57924d,31,Non-binary,57199,Associate Degree,Widowed,Evanmouth,PR,US,75261,2022-07-08,9,35.21,316.86,8,Debit Card,62,50,47,59,78,71,68,1,22.14,37,62,17,43,0,1,7.1
5336796c,50,Male,36124,Master Degree,Single,Pamelaville,MS,US,48419,2021-12-15,6,15.0,90.0,73,Credit Card,35,42,45,43,47,52,47,1,13.94,29,65,12,34,81,1,5.7
80379718,30,Male,38225,PhD,Single,Oliverland,ID,US,60515,2024-05-27,11,15.0,165.0,14,Debit Card,57,48,54,35,62,50,41,6,11.12,49,52,12,69,0,1,6.3
0a415895,23,Male,36944,Bachelor Degree,Single,Ellisshire,DC,US,40673,2024-01-26,8,78.11,624.89,107,PayPal,14,24,31,34,41,12,28,5,25.13,21,63,1,32,39,1,6.2
4b0f3b21,72,Female,109353,PhD,Married,Earlmouth,ND,US,21812,2024-09-29,10,15.86,158.6,60,Credit Card,59,58,51,54,65,59,63,3,6.36,83,27,10,58,43,0,6.6
2833a9df,55,Non-binary,38345,Bachelor Degree,Single,West Brianborough,OR,US,69501,2025-02-25,6,24.4,146.39,9,Debit Card,85,65,62,78,64,59,86,9,6.08,13,97,3,44,5,2,5.8
7b3943d7,49,Male,41666,Master Degree,Widowed,Tiffanyside,CO,US,28772,2024-04-22,4,35.58,142.33,46,Debit Card,69,75,75,86,67,60,97,2,17.33,58,48,13,54,48,2,6.1
83e4fde4,49,Female,36802,PhD,Widowed,Port Patrick,OH,US,64803,2024-12-07,5,58.58,292.91,12,PayPal,32,50,36,57,39,64,58,4,14.6,81,21,11,43,0,0,6.1
647e3639,52,Female,60902,Bachelor Degree,Divorced,Oneillfort,UT,US,16175,2023-02-05,11,36.48,401.32,35,Debit Card,21,39,15,2,18,4,31,6,11.24,60,44,7,51,42,1,6.5
7698bf76,24,Male,28167,Associate Degree,Divorced,Moniqueport,KY,US,90343,2022-04-14,3,15.0,45.0,105,Bank Transfer,17,39,27,25,14,14,18,6,11.7,60,48,2,59,32,1,5.6
e67ad426,63,Non-binary,64877,Bachelor Degree,Married,Geraldport,AK,US,98078,2022-02-12,7,95.93,671.5,25,Apple Pay,53,45,65,36,39,37,48,6,16.2,50,45,13,62,24,0,6.2
9465d06d,18,Female,62106,PhD,Married,Elizabethville,WY,US,16726,2020-10-02,10,28.94,289.36,17,PayPal,56,65,48,46,54,82,54,8,12.19,83,23,11,63,35,0,6.5
4cddffde,41,Non-binary,62091,Master Degree,Single,New Jayborough,LA,US,23015,2023-05-22,8,43.64,349.13,39,PayPal,18,35,48,39,28,19,43,7,32.19,78,31,22,45,40,2,7.2
5f9eb94b,60,Non-binary,120529,Associate Degree,Widowed,North Markville,MS,US,37674,2023-07-22,13,28.13,365.63,94,Bank Transfer,26,29,18,54,43,54,20,3,21.99,18,90,16,46,46,2,7.4
92ea069f,58,Non-binary,20160,High School,Widowed,Martinezchester,VA,US,65920,2024-06-26,4,25.81,103.24,43,Bank Transfer,19,26,24,14,44,9,44,2,13.63,72,31,2,49,0,4,4.7
107a1519,34,Male,53841,Associate Degree,Single,West Christy,CT,US,10530,2023-04-24,11,83.17,914.87,33,Credit Card,46,49,70,74,72,56,72,5,12.37,51,51,7,49,20,0,7.5
3311e5d2,42,Male,23967,Master Degree,Married,Gallaghershire,TX,US,64798,2024-05-12,6,15.0,90.0,58,Credit Card,53,69,52,71,67,57,55,3,9.03,36,60,8,42,35,0,5.7
eb3cbd46,53,Male,65548,Bachelor Degree,Widowed,Davisstad,MI,US,54493,2021-04-29,6,72.99,437.91,4,Apple Pay,70,98,87,70,63,66,81,8,6.27,16,82,1,34,38,1,6.9
77bf43e4,64,Non-binary,60922,PhD,Divorced,West Tyler,AS,US,87976,2021-07-28,6,15.0,90.0,37,PayPal,21,18,40,51,50,46,24,1,10.31,0,97,9,63,26,0,5.7
4ac463c8,36,Non-binary,49023,PhD,Widowed,Lauraport,NY,US,39810,2024-02-27,12,44.92,539.02,13,Credit Card,23,53,31,18,43,20,32,5,15.47,83,26,17,42,40,0,7.2
09e8dd3a,23,Non-binary,97679,PhD,Widowed,West Steven,IA,US,20223,2024-03-28,12,15.0,180.0,48,Apple Pay,34,51,25,39,51,52,39,6,19.68,20,85,18,24,79,0,8.0
9776cad9,27,Non-binary,29795,High School,Single,Donnaburgh,SD,US,06036,2021-07-12,4,46.86,187.42,45,Google Pay,63,40,61,29,50,59,52,1,5.18,100,11,6,63,23,0,6.0
e00ad109,48,Female,70246,High School,Widowed,Markshire,WA,US,51612,2020-06-27,12,86.75,1041.04,92,Credit Card,68,65,68,71,41,39,60,4,19.34,12,78,12,18,29,2,7.1
e84f6595,26,Male,84894,Master Degree,Single,Lake Samanthabury,KS,US,72948,2021-06-11,11,34.88,383.73,56,Debit Card,92,61,90,68,72,56,57,12,28.1,40,68,8,67,46,0,7.9
c1cadb2b,72,Female,33937,PhD,Widowed,Jenniferville,GU,US,21517,2020-05-18,5,32.7,163.52,2,Bank Transfer,76,72,65,46,65,48,48,4,11.52,64,36,4,88,22,1,4.3
3ebc212c,54,Male,52505,Bachelor Degree,Divorced,Russoberg,KS,US,23239,2020-05-09,1,20.12,20.12,53,PayPal,55,60,62,54,26,35,41,5,12.87,49,68,13,70,40,2,6.3
5fbd8f1c,20,Female,44995,Bachelor Degree,Married,Lake Aliciamouth,GU,US,88792,2024-12-31,10,35.9,358.96,96,Apple Pay,75,81,59,79,77,77,75,4,15.07,77,12,18,34,46,0,6.1
c7a08359,37,Non-binary,57155,Master Degree,Divorced,Millerfort,DC,US,42869,2023-10-07,11,31.27,343.97,94,Apple Pay,43,50,66,51,64,69,71,6,18.27,77,19,12,27,55,2,7.3
aa3b345f,22,Female,289534,PhD,Widowed,Geoffreyfort,MA,US,61853,2024-07-07,9,15.0,135.0,100,Google Pay,92,57,67,68,68,59,71,4,15.59,0,97,22,50,17,0,8.1
1fc6e17c,35,Female,21321,Master Degree,Widowed,North Thomas,GA,US,93032,2021-09-17,5,31.18,155.92,119,Credit Card,44,58,66,74,81,71,54,3,11.46,100,11,9,34,42,1,6.4
a2d56049,40,Female,46904,Associate Degree,Divorced,West Anthonyville,MO,US,49464,2021-01-28,6,53.64,321.85,107,Bank Transfer,23,6,29,8,15,41,18,2,13.12,95,11,6,44,49,1,6.7
312be7fc,35,Non-binary,177188,Master Degree,Single,Davisborough,GA,US,51422,2020-06-05,13,15.0,195.0,100,Bank Transfer,30,8,11,38,0,14,16,10,21.11,59,49,27,61,63,0,9.0
438acf94,45,Female,77534,Bachelor Degree,Widowed,Davishaven,MA,US,61256,2023-11-11,10,33.57,335.71,28,Apple Pay,52,58,44,56,25,19,51,4,20.4,100,7,13,30,52,2,7.8
5e7ab4a8,56,Female,70577,Bachelor Degree,Single,Gutierrezmouth,TN,US,94913,2022-07-29,9,59.1,531.93,9,PayPal,57,37,34,33,36,29,26,4,12.93,48,39,1,44,33,0,6.9
2abd74ec,43,Non-binary,48840,Bachelor Degree,Married,South Amandatown,MO,US,15794,2021-03-25,3,78.02,234.06,4,Bank Transfer,49,47,57,56,55,33,68,5,10.79,78,25,8,56,39,2,6.7
3bf50a63,64,Non-binary,111010,Associate Degree,Widowed,Johnsonburgh,MH,US,20479,2021-07-05,11,15.0,165.0,46,Google Pay,29,54,30,37,25,49,27,8,14.69,81,20,18,30,89,1,7.3
2b46a5f8,59,Male,55680,Associate Degree,Divorced,Smallville,NM,US,82119,2024-01-09,4,19.3,77.21,96,PayPal,47,49,42,63,44,55,33,5,6.74,57,60,15,52,27,2,6.2
e6daa5d3,57,Male,64668,Master Degree,Married,Garciachester,NM,US,40301,2022-06-21,12,30.73,368.75,16,Bank Transfer,57,43,50,27,33,32,36,5,17.99,42,69,7,39,42,2,6.4
ed82f1c5,38,Non-binary,106201,Associate Degree,Single,South Laurenville,CT,US,80529,2022-07-17,10,45.81,458.1,43,Bank Transfer,31,51,14,11,39,28,24,5,24.24,71,31,13,20,57,1,8.7
93c78391,49,Male,36825,Associate Degree,Widowed,Wardbury,FL,US,99225,2021-09-21,2,57.84,115.69,55,Apple Pay,57,51,27,29,61,39,50,3,7.28,95,10,5,63,30,1,5.9
4123fd26,19,Non-binary,18152,High School,Married,Robertside,VI,US,40389,2024-01-03,10,15.0,150.0,89,PayPal,27,25,43,51,56,38,29,3,6.32,0,92,7,53,3,1,5.2
62015b36,47,Non-binary,44784,PhD,Divorced,Johnport,VA,US,55911,2022-11-04,6,23.45,140.72,114,Bank Transfer,29,39,30,20,18,33,9,3,12.39,16,73,10,81,22,2,6.2
aa4cdfe1,55,Non-binary,161808,Associate Degree,Single,East Jenniferchester,CO,US,12592,2023-03-22,9,110.08,990.73,92,Bank Transfer,52,74,90,66,84,89,53,11,16.14,50,33,6,33,10,1,7.6
ac4482b1,21,Non-binary,71519,High School,Widowed,New Mike,DE,US,79353,2022-10-14,6,78.03,468.2,49,Credit Card,51,65,44,48,75,35,54,7,15.62,35,63,14,38,67,0,7.2
9e9bbdaa,57,Non-binary,19329,Associate Degree,Widowed,Kimberlyfort,MP,US,94877,2020-08-13,8,15.0,120.0,116,Credit Card,71,39,50,39,38,63,44,3,8.02,58,45,3,38,1,1,4.8
10f707da,40,Non-binary,44391,Master Degree,Divorced,New Aimeefort,NY,US,02947,2024-05-17,11,15.0,165.0,6,Google Pay,44,61,52,46,31,31,36,4,15.12,98,14,16,42,35,1,6.7
7120b011,23,Non-binary,45105,High School,Single,Gregoryton,RI,US,43137,2023-11-03,6,15.0,90.0,83,Debit Card,47,45,58,32,35,40,31,6,6.51,86,14,3,76,33,2,6.5
5f59570e,65,Male,34073,High School,Single,Schultztown,KY,US,73124,2025-03-22,2,54.86,109.71,110,Debit Card,52,63,64,70,81,59,47,2,3.12,37,57,9,51,36,4,4.7
e74d5174,43,Female,102946,Master Degree,Divorced,Carlafurt,MI,US,83365,2020-08-03,17,94.79,1611.42,50,Bank Transfer,84,80,64,61,62,57,64,10,25.66,18,94,9,21,57,0,8.7
0bd13749,61,Female,33629,Associate Degree,Widowed,South Susan,MA,US,02581,2020-11-27,5,15.0,75.0,46,Google Pay,9,31,32,8,27,29,3,3,13.64,16,93,7,86,42,2,5.0
60b1d00c,63,Non-binary,42777,PhD,Married,Port Katrina,UT,US,01606,2021-07-09,6,30.73,184.35,112,PayPal,66,72,39,60,48,63,55,1,9.76,76,35,11,42,23,4,5.3
1c3f4861,71,Non-binary,44190,PhD,Single,North Brianna,WA,US,09027,2025-03-18,6,15.0,90.0,83,Debit Card,62,63,42,36,63,52,47,3,9.81,31,57,4,70,32,2,5.1
ca0ff74c,32,Non-binary,76393,Master Degree,Widowed,New Lindseybury,UT,US,56051,2020-09-10,12,75.01,900.07,31,Credit Card,57,65,57,34,60,57,49,8,20.05,16,98,10,54,53,1,7.8
21d9ac85,24,Female,41212,Master Degree,Single,North Territon,MS,US,41563,2022-02-24,9,32.03,288.25,71,Credit Card,57,90,91,92,71,84,87,5,9.35,24,79,8,67,46,0,6.3
6610bdd8,70,Male,107659,Associate Degree,Widowed,Debratown,NH,US,68293,2023-06-01,8,27.24,217.92,72,Google Pay,68,61,66,45,44,52,38,4,17.28,44,64,17,42,29,0,7.2
1c488259,51,Female,63705,High School,Single,Palmerstad,ME,US,77003,2024-05-09,5,15.48,77.42,64,Debit Card,78,58,68,91,64,64,59,3,16.58,95,2,15,76,44,1,6.9
9f1a983b,70,Male,38769,Bachelor Degree,Single,Melissashire,MA,US,81254,2021-01-11,6,15.0,90.0,54,Credit Card,99,96,66,87,88,96,91,6,11.03,18,76,7,73,0,2,5.0
d79c9bf2,65,Male,32950,PhD,Widowed,Scottshire,PW,US,47675,2020-07-28,5,29.31,146.56,75,Apple Pay,91,70,96,70,67,65,83,2,1.59,74,34,8,66,3,2,5.1
8220fa10,74,Female,20235,Master Degree,Married,North Drewberg,WY,US,25357,2023-09-28,3,15.0,45.0,51,PayPal,46,26,26,44,56,50,37,1,3.69,91,15,5,74,18,2,4.1
d8d75895,58,Male,64566,Associate Degree,Married,Port Thomasland,GA,US,67166,2021-10-10,4,42.97,171.87,92,PayPal,65,51,54,75,77,83,63,3,13.1,72,35,3,47,51,2,6.5
48f8afbd,55,Non-binary,100403,Master Degree,Divorced,Jonathanland,DC,US,99017,2020-05-09,8,85.68,685.43,109,Apple Pay,51,84,57,52,75,60,54,11,16.59,63,30,12,48,48,0,7.7
1f72b473,36,Non-binary,35593,Bachelor Degree,Married,West Benjaminborough,MA,US,26275,2020-07-26,9,91.84,826.54,8,Bank Transfer,68,63,84,52,72,78,56,6,21.81,68,35,2,54,32,0,6.9
14e3e582,42,Male,35063,PhD,Divorced,East Jennifer,IL,US,62686,2021-05-22,4,82.42,329.68,86,Credit Card,83,83,85,79,94,62,59,7,9.13,70,34,9,47,12,0,6.4
42fae280,71,Male,89721,Bachelor Degree,Married,Farmerside,ME,US,43240,2020-12-03,8,15.0,120.0,93,Debit Card,46,29,22,29,29,50,25,2,14.67,40,60,4,51,52,2,6.7
0c84b273,34,Male,40750,Associate Degree,Divorced,Jamieport,TN,US,69234,2025-03-30,11,51.19,563.09,43,Apple Pay,54,47,54,65,83,48,85,5,12.5,60,43,7,35,66,1,7.1
8726c9cc,53,Female,52428,High School,Divorced,East Seanfurt,PA,US,32854,2022-04-30,3,61.7,185.11,29,Debit Card,37,65,43,59,67,67,58,3,18.83,6,86,4,80,19,0,6.3
17d95411,39,Female,71548,Bachelor Degree,Married,South Robert,WV,US,72960,2021-01-20,11,79.07,869.73,80,Google Pay,65,30,37,52,58,45,69,11,11.08,88,0,11,40,63,2,7.8
799ef16a,42,Male,34980,Master Degree,Divorced,Mckenzieburgh,MP,US,02868,2022-03-31,6,34.56,207.39,93,PayPal,34,24,33,33,29,32,3,5,15.28,39,66,1,61,10,0,6.3
005a41ae,50,Male,95381,High School,Married,Reginaborough,CO,US,02603,2020-12-09,12,64.55,774.63,69,Google Pay,40,4,13,40,13,27,6,8,16.47,23,89,8,21,44,0,7.8
a107c2c0,65,Non-binary,31707,Associate Degree,Single,Glennfurt,SD,US,41951,2022-09-13,0,15.0,0.0,92,PayPal,7,6,5,13,18,37,6,2,8.3,54,40,1,54,18,2,5.0
9d303a3b,42,Female,83545,Master Degree,Widowed,Jonestown,PA,US,77182,2023-07-03,9,60.31,542.78,3,Apple Pay,50,77,43,82,47,80,45,10,19.32,62,30,6,73,69,0,8.2
18b83294,24,Female,85941,Bachelor Degree,Single,Lake Carly,NV,US,97396,2023-09-12,10,45.26,452.56,98,Apple Pay,49,25,54,34,58,38,32,5,13.63,81,24,14,49,69,0,7.8
b48b8c38,37,Non-binary,60540,Bachelor Degree,Single,North Glenn,OH,US,27288,2022-03-04,11,55.99,615.94,112,Google Pay,16,11,9,45,47,34,43,5,21.2,46,44,10,51,35,0,7.4
