transaction_id,customer_id,transaction_date,transaction_amount,item_category,item_count
T001178,7dfd9a17,2022-09-25,76.36,Books,1
T001179,e376023e,2025-02-11,73.22,Food,1
T001180,94dc73b7,2024-04-21,16.47,Beauty,1
T001181,ab4bf5c0,2025-02-24,19.52,Food,2
T001182,e9aa4e0b,2022-11-09,16.74,Books,1
T001183,258df59b,2023-04-07,26.51,Beauty,1
T001184,c702035c,2021-09-26,80.77,Beauty,1
T001185,af4f5a82,2024-03-24,48.9,Home Decor,3
T001186,e4a2048e,2024-10-31,18.41,Beauty,4
T001187,59619e1e,2025-01-06,25.53,Food,3
T001188,6e10ccd1,2024-11-12,63.76,Books,1
T001189,f5a0f3fc,2023-05-24,81.45,Beauty,4
T001190,770a219d,2025-02-09,26.65,Home Decor,2
T001191,167c3478,2024-11-13,61.39,Books,2
T001192,aa0e2f4b,2024-11-20,37.02,Beauty,2
T001193,e2f2b50b,2025-03-18,12.59,Books,2
T001194,24918d36,2023-10-04,82.54,Sports,1
T001195,8d65a883,2021-08-29,71.89,Sports,4
T001196,68999d1c,2024-10-04,36.95,Books,3
T001197,a143fa34,2023-01-07,13.52,Food,3
T001198,48a99d99,2023-10-13,24.8,Clothing,4
T001199,bb56fc76,2023-08-02,35.94,Food,1
T001200,a05deb30,2022-05-27,64.81,Sports,4
T001201,92f82ba3,2024-12-22,22.77,Books,4
T001202,6fbbc2be,2023-10-17,29.56,Sports,1
T001203,249dd12c,2023-10-13,11.99,Food,1
T001204,4317d472,2022-03-04,23.54,Home Decor,3
T001205,1e51cbd6,2024-10-02,18.5,Beauty,1
T001206,14f440b0,2025-02-23,10.03,Home Decor,1
T001207,4ee7299f,2024-07-26,20.92,Clothing,1
T001208,ee96ef3e,2024-11-14,15.24,Electronics,2
T001209,8b7d7687,2023-03-21,46.5,Beauty,5
T001210,7e58732d,2024-04-12,24.24,Beauty,3
T001211,58026550,2021-02-27,42.58,Electronics,2
T001212,600b79de,2024-02-27,35.69,Clothing,1
T001213,0525dfbf,2024-04-25,26.62,Home Decor,2
T001214,9ae99f3e,2024-12-23,17.2,Beauty,1
T001215,09e8dd3a,2025-01-31,9.0,Clothing,2
T001216,85b10421,2023-12-16,5.0,Food,1
T001217,eeee45c5,2025-01-17,18.54,Food,2
T001218,a16123a1,2024-10-25,45.2,Food,4
T001219,c2baddce,2024-03-03,19.49,Home Decor,5
T001220,d3dc2e6a,2024-10-10,77.66,Beauty,1
T001221,990a205b,2023-10-29,23.06,Electronics,1
T001222,c68a1825,2024-07-16,26.81,Books,3
T001223,60b1d00c,2024-10-08,32.04,Electronics,1
T001224,4ad10622,2025-01-26,25.57,Beauty,1
T001225,452c7cb5,2022-03-27,13.73,Food,1
T001226,0909bb84,2023-03-08,5.77,Electronics,2
T001227,9094e727,2024-12-11,6.33,Sports,2
T001228,916e6cc1,2022-02-14,15.96,Sports,2
T001229,1b4e83f6,2025-02-09,69.02,Electronics,1
T001230,7171dd9e,2024-10-02,28.99,Food,1
T001231,a16123a1,2025-01-09,67.13,Books,2
T001232,97f83da0,2025-04-04,49.88,Food,3
T001233,999247a9,2025-03-19,42.21,Home Decor,1
T001234,983a6c8c,2025-02-28,18.67,Sports,2
T001235,fa6ab058,2024-03-26,39.74,Clothing,1
T001236,7886ada3,2024-01-15,89.48,Electronics,1
T001237,e376023e,2025-03-24,59.78,Clothing,1
T001238,7c2b3797,2024-12-13,33.61,Electronics,2
T001239,5fdfc4c1,2021-12-12,21.59,Home Decor,2
T001240,89f298a6,2025-04-01,5.61,Food,4
T001241,17d95411,2021-05-07,83.73,Food,1
T001242,553a0878,2024-10-15,11.6,Food,2
T001243,1461e635,2020-11-14,19.1,Clothing,2
T001244,6ac5f600,2023-06-10,29.45,Sports,1
T001245,2b46a5f8,2024-02-20,19.19,Sports,1
T001246,f546262a,2022-02-03,28.72,Beauty,1
T001247,2c970e52,2024-06-30,8.05,Beauty,1
T001248,85b10421,2024-02-13,17.84,Home Decor,2
T001249,2f911ac6,2025-04-09,31.03,Home Decor,1
T001250,5d4394a2,2025-03-27,5.0,Home Decor,2
T001251,848d7121,2025-01-10,25.66,Food,1
T001252,ff993f27,2021-03-26,42.08,Beauty,1
T001253,bb56fc76,2023-12-12,82.54,Clothing,1
T001254,241b0eea,2022-04-04,98.25,Electronics,1
T001255,8345190c,2025-03-29,32.64,Sports,2
T001256,1c4a40f3,2025-01-28,23.03,Home Decor,2
T001257,e894289a,2024-05-31,36.47,Home Decor,1
T001258,66b59e17,2024-05-06,50.83,Beauty,2
T001259,312be7fc,2021-06-08,13.97,Electronics,2
T001260,f40f8dc1,2023-08-12,19.18,Electronics,1
T001261,6fbbc2be,2021-03-11,48.28,Home Decor,1
T001262,17d95411,2022-05-03,59.57,Books,2
T001263,63f893e0,2023-12-02,86.78,Beauty,2
T001264,095c5a16,2024-06-04,14.4,Beauty,1
T001265,0c1d9fc3,2024-02-20,14.04,Books,2
T001266,820c59d7,2024-08-31,12.34,Electronics,2
T001267,4a135bab,2024-01-08,104.2,Clothing,2
T001268,846ffb65,2024-01-18,34.03,Food,1
T001269,1f72b473,2023-08-06,48.79,Food,3
T001270,eeee45c5,2025-01-01,13.1,Home Decor,2
T001271,5463b6ef,2024-10-11,42.75,Home Decor,2
T001272,e6daa5d3,2023-02-17,26.15,Food,2
T001273,f546262a,2021-09-27,26.48,Food,4
T001274,c9190915,2022-12-31,11.48,Food,3
T001275,f1424b1e,2025-03-17,62.36,Home Decor,1
T001276,e8169997,2022-10-11,15.95,Books,2
T001277,efe76808,2023-09-22,145.63,Sports,1
T001278,ad9942d7,2025-02-23,22.38,Beauty,3
T001279,7b9a46b6,2024-10-12,24.4,Electronics,1
T001280,73b4a8a9,2023-01-18,83.65,Clothing,2
T001281,9b13d416,2025-02-23,14.2,Books,2
T001282,d1d6968f,2023-08-11,48.5,Electronics,4
T001283,437293ef,2024-05-04,59.58,Food,1
T001284,3eb337f9,2025-02-15,16.01,Electronics,1
T001285,f015cecf,2021-05-08,122.23,Home Decor,1
T001286,2cd6d119,2023-05-29,50.21,Food,1
T001287,a33f3ea1,2020-04-15,30.12,Clothing,6
T001288,9ae99f3e,2024-10-22,19.39,Food,1
T001289,9280d12c,2024-12-02,14.67,Food,2
T001290,2bb6f5cc,2023-08-04,73.01,Food,1
T001291,f8898103,2024-06-23,11.05,Home Decor,2
T001292,435cb663,2025-03-13,15.57,Sports,2
T001293,5743ad9d,2024-10-17,10.77,Sports,2
T001294,6a5a38e8,2025-03-29,13.21,Home Decor,2
T001295,3216e3a6,2024-03-27,40.81,Food,3
T001296,02a121df,2024-02-17,62.29,Food,1
T001297,a89726a7,2024-10-22,18.39,Books,3
T001298,7e58732d,2024-01-09,25.94,Electronics,3
T001299,c4414baf,2025-03-18,9.99,Beauty,2
T001300,49bda094,2024-03-05,48.63,Books,3
T001301,34e1d30d,2024-04-10,7.13,Books,2
T001302,4b35f214,2025-03-20,85.25,Clothing,4
T001303,64a7224f,2025-03-16,16.88,Electronics,3
T001304,9be8ad1a,2024-10-20,26.87,Clothing,1
T001305,c3f91b4e,2024-04-01,9.26,Food,1
T001306,e82366bf,2021-12-23,15.43,Clothing,2
T001307,7c0d96b2,2024-11-03,25.87,Home Decor,1
T001308,055d291b,2023-09-10,18.25,Electronics,2
T001309,8d65a883,2022-07-07,33.87,Electronics,4
T001310,50bdcfdc,2025-01-10,14.3,Electronics,2
T001311,9f0f9b3d,2022-09-04,11.23,Beauty,1
T001312,d740e34a,2024-04-13,38.76,Books,1
T001313,88dce103,2023-03-23,42.23,Sports,2
T001314,20ec660c,2023-12-25,59.54,Sports,1
T001315,83b62694,2025-04-02,40.54,Electronics,2
T001316,ad9942d7,2025-03-05,24.94,Food,1
T001317,b3f6251a,2024-01-24,24.27,Food,2
T001318,930a32a7,2025-03-17,14.95,Clothing,1
T001319,ec6b6f21,2023-08-27,15.19,Electronics,1
T001320,af1c24a5,2024-04-19,14.82,Clothing,2
T001321,39a24893,2024-01-17,37.11,Electronics,1
T001322,e894289a,2022-06-08,15.8,Sports,4
T001323,d8d0e018,2024-06-23,14.94,Electronics,1
T001324,c05e3c10,2024-06-07,43.15,Sports,1
T001325,5f8a6d15,2024-09-30,15.98,Food,2
T001326,553a0878,2023-05-22,29.24,Food,3
T001327,f62ddbd5,2025-04-05,75.18,Food,2
T001328,76dbca2c,2025-01-12,57.26,Books,4
T001329,21d9ac85,2023-03-07,43.54,Sports,1
T001330,448aa434,2025-03-04,77.63,Electronics,2
T001331,3bdccd12,2025-01-28,5.0,Electronics,1
T001332,93c93dff,2024-08-04,10.72,Sports,4
T001333,e3411dee,2025-03-15,45.08,Sports,1
T001334,1c7711a3,2022-01-27,22.27,Beauty,2
T001335,20ec660c,2022-03-16,49.18,Electronics,3
T001336,39618324,2024-09-24,12.89,Sports,3
T001337,51a2045e,2023-10-20,41.79,Electronics,3
T001338,8775683e,2024-01-08,123.78,Home Decor,3
T001339,8be185b4,2023-11-15,12.53,Home Decor,1
T001340,2813271b,2025-04-02,90.29,Books,2
T001341,4580f9dc,2024-01-20,17.06,Books,1
T001342,e376023e,2025-03-05,83.62,Home Decor,3
T001343,5a9bf81c,2024-03-23,12.98,Books,1
T001344,432aba84,2025-04-05,21.87,Home Decor,2
T001345,436de3a2,2024-09-29,15.96,Books,1
T001346,b7b63220,2025-01-20,16.47,Home Decor,3
T001347,86560c9d,2024-01-20,17.31,Electronics,3
T001348,1a30fed6,2025-03-19,60.82,Electronics,2
T001349,9776cad9,2023-02-23,61.62,Home Decor,2
T001350,df9b0d7a,2024-01-06,15.49,Home Decor,3
T001351,0da3e2f3,2024-09-06,56.7,Beauty,4
T001352,0c84b273,2025-04-08,71.3,Sports,2
T001353,eb164a83,2024-10-01,35.38,Sports,4
T001354,fec43f9e,2021-05-03,51.42,Books,1
T001355,aa3b345f,2024-12-18,18.37,Clothing,2
T001356,58ca2eec,2025-01-03,42.43,Electronics,2
T001357,167622fb,2024-03-03,73.48,Electronics,2
T001358,bd66c34d,2023-06-22,55.8,Food,3
T001359,359b32de,2021-06-24,48.38,Electronics,2
T001360,6610bdd8,2025-04-05,14.14,Beauty,2
T001361,18a1462b,2022-03-30,32.11,Beauty,3
T001362,2c970e52,2024-07-23,9.85,Clothing,1
T001363,0bba0348,2025-03-22,11.66,Food,2
T001364,80a093cc,2025-02-24,16.08,Home Decor,2
T001365,67baaa7d,2024-01-16,40.43,Books,3
T001366,f62ddbd5,2025-04-10,96.44,Home Decor,1
T001367,1fe5306c,2023-05-26,9.08,Food,2
T001368,86dbdb03,2024-08-20,14.64,Home Decor,3
T001369,481763b7,2022-02-13,23.22,Beauty,1
T001370,5a2559da,2025-03-13,83.77,Clothing,1
T001371,34e1d30d,2024-10-02,18.54,Electronics,1
T001372,499f2c67,2024-03-29,8.33,Sports,2
T001373,0015b811,2024-11-02,35.12,Home Decor,2
T001374,c4cdaa22,2023-12-25,45.56,Food,1
T001375,60b1d00c,2022-12-04,33.38,Sports,2
T001376,8029d865,2025-01-09,15.77,Books,2
T001377,32dfd2c4,2021-05-20,58.91,Electronics,1
T001378,646b4671,2024-10-11,14.81,Beauty,3
T001379,58661c1f,2023-11-04,6.82,Home Decor,3
T001380,cdfb7bef,2025-02-19,10.35,Sports,1
T001381,ab4bf5c0,2025-04-08,38.54,Food,1
T001382,48fbb809,2025-01-07,24.03,Books,2
T001383,2bdbe741,2024-10-27,27.29,Clothing,3
T001384,d9a5fd36,2022-03-10,35.04,Electronics,2
T001385,b65859c6,2024-01-25,20.24,Books,4
T001386,6a5a38e8,2025-02-19,22.73,Sports,2
T001387,a1bbbbb8,2021-03-17,21.71,Sports,2
T001388,f983c12c,2023-04-19,5.48,Books,4
T001389,22560acf,2024-12-04,15.9,Sports,5
T001390,5f8a6d15,2022-07-14,17.43,Books,2
T001391,8faee8c8,2025-03-18,26.82,Sports,3
T001392,6ab2e49c,2024-09-05,19.03,Books,3
T001393,eeee45c5,2024-08-30,20.21,Clothing,2
T001394,18a85263,2023-05-31,46.36,Beauty,1
T001395,29a7f804,2024-05-25,15.37,Sports,2
T001396,cdfb7bef,2021-05-28,9.18,Food,4
T001397,d849e658,2023-04-21,46.1,Sports,2
T001398,641e022a,2022-02-27,27.95,Beauty,1
T001399,c6ed2150,2025-02-18,8.56,Sports,3
T001400,930a32a7,2023-05-16,8.08,Food,1
T001401,8be185b4,2023-10-11,10.66,Books,1
T001402,ca4663be,2025-03-03,25.66,Books,6
T001403,b4f74298,2022-03-16,36.21,Food,1
T001404,a95212b0,2025-04-01,18.48,Beauty,3
T001405,970f2cc2,2024-08-08,25.06,Food,5
T001406,c7be4e87,2022-06-03,44.99,Home Decor,2
T001407,d7905ff6,2023-07-14,57.08,Food,4
T001408,310bb930,2024-09-26,82.82,Food,2
T001409,10fb794e,2024-10-20,8.38,Books,2
T001410,51a2045e,2024-05-13,75.44,Electronics,4
T001411,cc7dd5cc,2023-09-24,104.33,Clothing,1
T001412,52adb129,2023-10-09,99.32,Clothing,2
T001413,6ed18d8b,2024-12-14,46.28,Clothing,1
T001414,a4d884b0,2024-05-27,61.84,Electronics,5
T001415,eb348045,2023-09-20,149.56,Clothing,2
T001416,9fa05633,2024-02-03,44.68,Books,1
T001417,b971c227,2023-10-21,23.36,Books,3
T001418,9094e727,2022-11-29,8.77,Food,1
T001419,4580f9dc,2023-04-04,15.36,Beauty,2
T001420,8de7bd3d,2024-03-05,53.5,Books,2
T001421,711edfa1,2025-03-09,46.74,Sports,4
T001422,24417fa9,2025-04-09,31.29,Electronics,2
T001423,089175a9,2024-02-10,25.78,Food,1
T001424,32f419e4,2021-04-08,19.85,Sports,3
T001425,aa3b345f,2025-02-02,20.24,Electronics,4
T001426,7bfc842e,2024-07-30,47.89,Home Decor,1
T001427,afcf1444,2024-12-01,27.59,Sports,1
T001428,e0f99903,2024-08-04,24.65,Home Decor,3
T001429,80379718,2025-03-20,11.51,Food,1
T001430,c378557f,2024-11-28,95.95,Beauty,2
T001431,64a7224f,2024-10-21,17.76,Food,2
T001432,e98b60f6,2023-11-08,20.13,Home Decor,2
T001433,4a71a294,2024-12-14,47.15,Home Decor,2
T001434,ff993f27,2021-12-09,34.26,Clothing,3
T001435,779b0590,2022-10-22,62.7,Beauty,1
T001436,2c58d413,2024-09-19,14.54,Food,1
T001437,24918d36,2023-10-08,64.3,Clothing,2
T001438,e2263d4f,2025-01-28,25.8,Sports,1
T001439,990a205b,2024-10-27,39.05,Food,3
T001440,14a90d35,2024-02-10,17.86,Sports,2
T001441,ebb34c6f,2025-03-04,116.57,Beauty,3
T001442,dc340cce,2025-01-17,8.03,Books,3
T001443,983939a5,2023-08-23,74.48,Books,2
T001444,017f0adf,2024-12-20,29.11,Clothing,2
T001445,8bb3377c,2025-04-09,43.23,Clothing,1
T001446,2bdbe741,2023-03-13,38.34,Sports,2
T001447,91987a5b,2024-11-25,16.85,Beauty,1
T001448,3c3e1348,2024-10-26,19.88,Clothing,1
T001449,29a7f804,2024-09-15,21.28,Food,1
T001450,4ad10622,2023-11-29,26.54,Electronics,4
T001451,b15ada54,2023-03-21,6.57,Home Decor,2
T001452,c2baddce,2024-10-04,7.13,Food,1
T001453,64a7224f,2024-09-21,21.2,Home Decor,3
T001454,1b4e83f6,2025-02-28,110.97,Home Decor,1
T001455,350f26ae,2025-02-19,15.71,Food,2
T001456,2893b6c2,2022-01-28,33.36,Beauty,4
T001457,69d3b88e,2023-03-31,16.69,Home Decor,2
T001458,b433cf2c,2024-06-21,14.74,Books,6
T001459,f7396573,2023-11-06,8.19,Clothing,2
T001460,8ae69396,2022-10-20,68.77,Food,1
T001461,0f9fea28,2024-03-04,7.51,Sports,1
T001462,7b3778df,2025-01-04,28.86,Books,1
T001463,8d15d09a,2024-02-09,19.36,Home Decor,2
T001464,e4a2048e,2021-08-24,18.03,Sports,1
T001465,d849e658,2024-01-02,37.02,Clothing,1
T001466,b7b63220,2025-01-14,17.18,Home Decor,2
T001467,6ab2e49c,2024-08-13,66.21,Electronics,5
T001468,74ee2b95,2024-06-14,15.21,Clothing,3
T001469,8bb3377c,2025-03-15,87.14,Sports,1
T001470,61b14cc1,2023-05-08,22.96,Food,1
T001471,f81829fa,2023-04-29,62.49,Beauty,5
T001472,711edfa1,2025-03-03,46.86,Electronics,3
T001473,f6014b63,2024-11-30,20.54,Sports,3
T001474,828b3de0,2025-01-20,32.39,Beauty,1
T001475,d735a9ac,2021-12-11,49.71,Food,1
T001476,6b6b0425,2024-09-22,9.46,Books,1
T001477,afcf1444,2024-02-18,19.94,Electronics,1
T001478,0bd13749,2021-03-19,25.21,Home Decor,1
T001479,2806fdab,2024-10-19,38.75,Sports,2
T001480,af8a3429,2023-02-22,14.66,Home Decor,1
T001481,7698bf76,2023-05-18,20.33,Books,1
T001482,991fe935,2024-11-24,119.04,Sports,2
T001483,530d07b2,2024-11-17,20.76,Food,1
T001484,b90d0e04,2024-03-24,19.27,Books,1
T001485,4fda51bb,2024-12-14,31.54,Home Decor,1
T001486,10f707da,2024-12-16,17.74,Clothing,3
T001487,1d2750bd,2024-02-21,14.6,Food,2
T001488,40a5a780,2025-02-08,78.39,Electronics,1
T001489,91532d30,2025-02-23,77.28,Books,1
T001490,c3bab453,2023-11-16,35.59,Home Decor,2
T001491,d489528c,2023-04-05,9.72,Home Decor,1
T001492,c1f0b5d8,2022-08-28,25.49,Books,2
T001493,c716dbe4,2021-05-29,20.48,Beauty,2
T001494,e26c0313,2022-06-23,15.02,Home Decor,1
T001495,663658ea,2023-01-09,7.92,Beauty,1
T001496,617bc89e,2025-02-23,16.3,Books,1
T001497,a89726a7,2021-09-17,55.72,Home Decor,3
T001498,647e3639,2024-04-06,25.12,Food,2
T001499,c222cd5e,2023-03-13,18.62,Beauty,1
T001500,a873d1d3,2023-10-04,36.89,Home Decor,3
T001501,a6979797,2023-08-11,138.99,Books,1
T001502,8928823b,2023-01-05,41.78,Electronics,2
T001503,eb3cbd46,2023-09-14,77.51,Electronics,2
T001504,cc7dd5cc,2024-04-24,117.49,Clothing,1
T001505,145e335d,2023-10-10,12.92,Books,1
T001506,86560c9d,2022-01-24,16.06,Clothing,2
T001507,64b31aec,2021-10-22,91.53,Food,3
T001508,3f7b9966,2023-11-07,10.26,Electronics,1
T001509,c5cd8915,2025-01-06,23.88,Books,1
T001510,b0e1c25b,2024-06-22,28.55,Home Decor,2
T001511,a8d99d5c,2023-03-12,25.9,Sports,1
T001512,e9f9f8bc,2024-06-05,74.78,Food,1
T001513,06f243a1,2024-08-22,16.88,Food,2
T001514,0bd13749,2025-03-14,13.84,Home Decor,2
T001515,91987a5b,2024-07-05,15.35,Home Decor,3
T001516,528436c5,2024-08-10,42.07,Home Decor,4
T001517,e2f2b50b,2025-03-26,11.42,Food,1
T001518,0da3e2f3,2024-12-24,40.33,Food,1
T001519,c5087939,2024-07-13,161.25,Sports,4
T001520,6e078108,2024-03-06,20.21,Clothing,3
T001521,ec6b6f21,2024-10-31,23.34,Food,3
T001522,047ed9f3,2025-02-10,162.64,Clothing,2
T001523,5bd43182,2023-07-18,51.07,Clothing,1
T001524,32d5bf8f,2025-04-03,10.6,Beauty,3
T001525,1a2d1a1e,2024-08-28,14.21,Sports,1
T001526,2ca91b82,2024-08-22,7.4,Electronics,2
T001527,acff186f,2024-10-18,26.44,Food,6
T001528,6fe976ac,2024-07-11,35.12,Sports,2
T001529,72aadf4b,2025-04-07,23.86,Beauty,1
T001530,017f0adf,2024-10-10,8.87,Food,1
T001531,8cc0e21f,2022-08-30,16.33,Clothing,2
T001532,5d46ff27,2022-03-13,40.04,Beauty,3
T001533,d1c01e85,2025-03-06,38.28,Home Decor,2
T001534,e74fc165,2024-12-24,15.58,Clothing,2
T001535,6db77f50,2024-11-18,13.97,Books,1
T001536,c7ccb6ca,2022-11-06,30.78,Food,2
T001537,ec4a2adc,2022-09-10,8.65,Clothing,2
T001538,8b7d7687,2021-06-17,38.91,Sports,1
T001539,cae7218c,2022-06-25,28.52,Electronics,2
T001540,ab11f37f,2024-03-09,16.0,Sports,1
T001541,cd7a1b5b,2021-08-22,63.03,Food,2
T001542,31893341,2025-03-16,13.34,Books,5
T001543,4d6ec1d2,2023-05-12,7.18,Food,1
T001544,2806fdab,2024-06-12,70.92,Clothing,1
T001545,3741a8b4,2024-08-17,7.33,Beauty,2
T001546,e3411dee,2022-11-12,41.65,Beauty,2
T001547,50d8f3ec,2022-12-30,18.66,Clothing,1
T001548,f40f8dc1,2025-04-04,14.44,Electronics,1
T001549,b4c0ad1e,2024-12-05,13.42,Sports,1
T001550,c4cdaa22,2020-12-29,51.48,Sports,3
T001551,5dcdd63b,2025-01-22,55.08,Books,1
T001552,6d3ea340,2022-04-07,114.67,Electronics,1
T001553,efe76808,2023-03-20,90.82,Clothing,1
T001554,b9f21877,2024-05-08,46.95,Food,4
T001555,8ae69396,2025-02-18,54.61,Food,1
T001556,a720216a,2024-04-11,15.0,Beauty,2
T001557,9094e727,2023-07-17,11.84,Clothing,1
T001558,cdfb7bef,2021-07-24,23.38,Books,2
T001559,0a415895,2025-02-08,74.74,Beauty,4
T001560,baf06705,2023-08-03,71.79,Clothing,2
T001561,1461e635,2021-05-24,17.26,Sports,5
T001562,d44df88b,2024-01-21,32.53,Books,4
T001563,c3bab453,2023-07-08,85.9,Books,2
T001564,f2798bb8,2025-02-27,18.17,Food,2
T001565,83e4fde4,2025-03-26,72.77,Clothing,1
T001566,6c07ba5a,2023-05-03,13.6,Home Decor,1
T001567,33020bae,2022-05-15,77.49,Books,1
T001568,c7ccb6ca,2021-03-26,24.13,Electronics,1
T001569,024aa3de,2025-02-22,40.36,Sports,1
T001570,073ff141,2023-12-01,69.09,Food,4
T001571,b3d91d5f,2025-03-09,21.37,Sports,4
T001572,6c6dd112,2023-07-20,27.46,Home Decor,1
T001573,a4bdeef4,2022-11-12,24.73,Sports,1
T001574,e00ad109,2023-12-17,143.54,Electronics,4
T001575,0d9f9ef5,2021-09-08,36.53,Sports,3
T001576,38dae4ff,2022-10-17,72.92,Clothing,1
T001577,9da25915,2024-03-17,64.74,Food,1
T001578,2a1511a6,2023-07-28,31.72,Clothing,3
T001579,020158dd,2023-03-28,128.06,Books,1
T001580,ca14cdfd,2025-02-25,50.93,Books,1
T001581,7338d73f,2024-01-12,75.17,Books,1
T001582,2abd74ec,2024-07-20,124.12,Clothing,3
T001583,983a6c8c,2025-02-25,8.12,Beauty,3
T001584,d8d0e018,2025-03-06,16.8,Beauty,2
T001585,84d6893b,2025-03-16,6.71,Sports,1
T001586,305d0f22,2025-02-23,46.3,Beauty,2
T001587,bd5753ec,2022-06-26,23.64,Books,4
T001588,02afd91d,2023-11-10,58.06,Books,2
T001589,83b62694,2024-12-22,63.28,Clothing,2
T001590,ec84fdda,2025-04-07,14.1,Electronics,2
T001591,eabbd2b7,2025-03-22,23.42,Home Decor,1
T001592,82ebbccb,2021-08-29,14.66,Sports,3
T001593,63f893e0,2022-03-04,34.65,Home Decor,1
T001594,530d07b2,2024-06-29,11.24,Sports,4
T001595,600b79de,2024-10-05,30.86,Sports,3
T001596,c702035c,2020-06-16,85.8,Beauty,5
T001597,ff993f27,2020-07-21,22.58,Sports,2
T001598,86dbdb03,2024-11-27,34.64,Beauty,2
T001599,005a41ae,2023-01-07,33.93,Beauty,2
T001600,3eb337f9,2024-08-27,11.18,Books,6
T001601,487ce642,2024-06-17,63.38,Clothing,2
T001602,ebe7089f,2024-01-23,22.33,Food,4
T001603,62cd4540,2025-01-28,19.1,Food,4
T001604,61b14cc1,2022-06-04,47.85,Electronics,4
T001605,fb080f97,2023-02-28,84.82,Sports,1
T001606,42fae280,2024-05-30,8.61,Home Decor,1
T001607,a9530c89,2024-11-04,83.31,Sports,1
T001608,b52d582e,2023-05-10,80.47,Sports,1
T001609,f4e7663e,2025-02-24,75.38,Books,1
T001610,82ebbccb,2023-01-02,15.78,Electronics,1
T001611,82e9f0f1,2024-04-30,15.08,Clothing,1
T001612,8c31ad3e,2025-04-07,20.71,Food,1
T001613,ca0ff74c,2021-09-17,108.93,Books,3
T001614,8be185b4,2024-08-03,17.82,Electronics,4
T001615,07506235,2024-12-14,80.55,Beauty,3
T001616,398e5cd3,2024-02-29,15.8,Sports,3
T001617,f50c2b9c,2024-07-02,18.78,Electronics,1
T001618,10f707da,2025-04-07,14.65,Home Decor,5
T001619,02a121df,2024-12-14,86.29,Food,2
T001620,1d2750bd,2023-07-26,14.02,Books,3
T001621,03f28c21,2025-01-29,33.55,Home Decor,2
T001622,9dd2da9c,2024-12-18,16.9,Sports,1
T001623,1fc6e17c,2023-02-11,32.16,Clothing,1
T001624,446b70d7,2024-12-14,26.7,Beauty,4
T001625,7a7b509e,2021-07-21,12.63,Home Decor,5
T001626,af8a3429,2022-08-15,25.56,Sports,2
T001627,3dbdd0a8,2024-12-02,74.46,Home Decor,1
T001628,32f419e4,2022-08-09,15.99,Electronics,1
T001629,8ef9a7ea,2023-11-13,47.12,Beauty,2
T001630,eddb3296,2024-04-19,41.42,Food,3
T001631,6c07620a,2024-11-24,34.23,Home Decor,2
T001632,2878dcaa,2024-04-07,16.83,Home Decor,1
T001633,58661c1f,2022-02-06,18.86,Sports,1
T001634,711edfa1,2025-01-13,69.71,Home Decor,2
T001635,398e5cd3,2025-03-24,5.0,Beauty,2
T001636,a9530c89,2025-01-07,37.04,Beauty,1
T001637,9aa6adf7,2024-09-06,20.86,Sports,4
T001638,10884981,2024-07-04,19.76,Beauty,1
T001639,67feb7bf,2024-03-28,65.1,Electronics,2
T001640,c7be4e87,2025-04-09,45.24,Books,2
T001641,12ef1a34,2024-07-25,26.33,Clothing,1
T001642,9699232c,2025-03-21,64.5,Sports,1
T001643,1c4a40f3,2021-10-13,21.38,Food,2
T001644,d66463ae,2025-03-17,30.69,Electronics,3
T001645,fb581a7c,2025-04-05,23.5,Electronics,2
T001646,29db4b5e,2024-09-16,11.4,Beauty,4
T001647,d9a5fd36,2021-04-04,35.47,Home Decor,2
T001648,7886ada3,2023-07-15,74.01,Home Decor,1
T001649,17ef18cb,2022-02-05,36.53,Sports,1
T001650,1fff06b9,2025-01-26,49.52,Beauty,4
T001651,2b1bab75,2022-08-13,46.54,Clothing,2
T001652,664ccc7d,2022-11-19,132.49,Beauty,3
T001653,a720216a,2023-12-24,35.79,Electronics,2
T001654,8e02c170,2025-01-06,26.95,Electronics,1
T001655,990a205b,2024-03-08,36.29,Sports,1
T001656,2cd6d119,2023-12-26,115.55,Food,2
T001657,8775683e,2024-06-19,127.63,Food,2
T001658,90c711f8,2023-07-14,43.99,Beauty,2
T001659,67ec5e45,2022-12-02,61.16,Home Decor,2
T001660,355137de,2023-06-28,52.86,Food,3
T001661,6e10ccd1,2022-01-26,98.23,Food,3
T001662,5a9bf81c,2024-05-29,20.71,Clothing,4
T001663,2a1511a6,2025-01-07,33.96,Sports,1
T001664,8928823b,2024-05-09,62.55,Home Decor,1
T001665,9f218fd6,2022-05-27,46.9,Sports,1
T001666,8bb3377c,2025-03-04,82.92,Sports,1
T001667,06f243a1,2023-12-20,18.99,Clothing,2
T001668,e894289a,2024-05-21,42.34,Clothing,1
T001669,07a7c7e9,2023-04-21,62.9,Books,2
T001670,90e726e0,2023-04-27,51.6,Beauty,3
T001671,dc340cce,2023-10-01,7.94,Food,1
T001672,6544d6ff,2021-09-08,14.19,Beauty,2
T001673,f3174973,2023-09-07,31.76,Home Decor,2
T001674,6ac5f600,2024-12-29,45.82,Electronics,1
T001675,973c4b49,2024-11-18,21.71,Beauty,1
T001676,3f7b9966,2024-05-29,22.58,Sports,1
T001677,d39c0e2e,2024-01-21,14.1,Beauty,3
T001678,a021ce00,2022-01-24,7.56,Beauty,3
